date,catch,Zonal Winds,Meridional Winds,Humidity,Air Temp,Sea Surface Temp
2017-05-23,84.75,-7,-5.6,74.1,27.28,27.72
2017-05-24,84.160004,-8,-4.2,78.8,27.36,27.6
2017-05-25,84.279999,-8.7,-6,81.8,27.13,27.56
2017-05-26,84.83000200000001,-9.1,-6.1,79.2,26.78,27.42
2017-05-30,84.480003,-8.4,-5,81.8,26.19,27.33
2017-05-31,85.160004,-7.6,-5.1,79.6,26.12,27.28
2017-06-01,85.510002,-8.4,-3,81.8,26.31,27.23
2017-06-02,86.449997,-7,-4.2,82.6,26.43,27.17
2017-06-05,85.839996,-5.3,-4.7,79.6,26.15,27.15
2017-06-06,86.849998,-4.5,-4.7,78.8,25.96,27.1
2017-06-07,85.790001,-6.2,-4.2,83.9,26.23,27.05
2017-06-08,83.870003,-7.2,-5.2,90.3,26.35,27.04
2017-06-09,83.18,-7.7,-4.9,89,26.58,26.93
2017-06-12,83.089996,-8.7,-5.8,83.9,26.35,26.92
2017-06-13,83.290001,-7.5,-6,83.5,26.19,26.74
2017-06-14,83.160004,-7,-6.7,86,26.19,26.54
2017-06-15,83.93,-6,-6.8,86,26,26.48
2017-06-16,85.699997,-6.7,-4.9,87.3,26.04,26.27
2017-06-19,85.489998,-6.7,-4.9,87.7,25.96,26.21
2017-06-20,86.099998,-7.3,-4.8,88.1,25.96,26.13
2017-06-21,84.91999799999999,-8,-2.6,87.3,26.08,26.06
2017-06-22,84.43,-5.7,-2,88.1,26,26.12
2017-06-23,84.83000200000001,-6.1,-3.2,86.9,25.88,26.1
2017-06-26,88.16999799999999,-6,-4,86.9,25.8,26.05
2017-06-27,89.230003,-6.8,-5.3,82.6,25.73,26.01
2017-06-28,89.050003,-7.4,-5.2,82.6,25.69,25.94
2017-06-29,87.699997,-6.9,-6.5,84.7,25.8,25.91
2017-06-30,87.199997,-6.5,-6.1,83.5,25.73,25.87
2017-07-03,86.900002,-7,-6.7,83.9,25.65,25.8
2017-07-05,85.480003,-8.1,-6.3,83,25.76,25.74
2017-07-06,85.150002,-8,-5.3,79.6,25.61,25.71
2017-07-07,85.08000200000001,-8.7,-4.3,78.8,25.76,25.59
2017-07-10,85.910004,-9,-5.3,75,25.76,25.52
2017-07-11,85.599998,-7.8,-5.1,78.4,25.53,25.5
2017-07-12,87.040001,-7.7,-4.9,83.5,25.34,25.45
2017-07-13,86.91999799999999,-6.8,-5.1,88.1,25.41,25.44
2017-07-14,87.129997,-6.4,-5.3,86.9,25.57,25.45
2017-07-17,86.83000200000001,-6.6,-5.3,84.3,25.38,25.43
2017-07-18,86.809998,-6.2,-5.6,79.2,25.41,25.42
2017-07-19,87.260002,-6.4,-5.5,77.1,25.34,25.37
2017-07-20,87.690002,-5.6,-5.5,78.8,25.34,25.36
2017-07-21,87.599998,-6,-5.4,80.1,25.14,25.32
2017-07-24,86.58000200000001,-5.3,-6.3,84.7,25.3,25.5
2017-07-25,86.540001,-6.2,-6.8,86.9,25.34,25.43
2017-07-26,86.349998,-4.5,-6.5,88.6,25.18,25.43
2017-07-27,84.400002,-6.2,-6.8,84.7,25.34,25.94
2017-07-28,84.300003,-5.3,-4.9,81.3,25.49,26.01
2017-07-31,84.290001,-2.8,-6.2,85.6,25.45,26.14
2017-08-01,84.889999,-6.3,-6,77.9,25.3,25.9
2017-08-02,84.949997,-6.6,-4.1,74.5,25.57,26.08
2017-08-03,85.139999,-3.6,-4.6,77.9,25.45,26.36
2017-08-04,85.360001,-4.7,-6.2,78.4,25.14,26.25
2017-08-07,85.559998,-6.6,-5.5,69.4,25.45,26.38
2017-08-08,85.07,-7.1,-6,73.7,25.61,26.54
2017-08-09,85.43,-8.8,-6.6,80.9,25.73,26.46
2017-08-10,84.559998,-7.9,-6.3,83.9,25.69,26.5
2017-08-11,84.129997,-8.6,-5.6,78.8,25.88,26.59
2017-08-14,84.790001,-8,-4.1,80.5,25.88,26.68
2017-08-15,84.220001,-7.4,-6.8,83.9,25.76,26.69
2017-08-16,84.489998,-8.4,-5.4,80.9,25.84,26.66
2017-08-17,83.860001,-8.1,-4.8,74.5,26.27,26.82
2017-08-18,83.760002,-5.6,-7.1,77.5,25.53,26.74
2017-08-21,84.489998,-6.5,-5.9,82.6,24.99,26.67
2017-08-22,84.989998,-7.7,-4.9,78.4,25.69,26.71
2017-08-23,84.760002,-7.8,-5.5,75,25.88,26.69
2017-08-24,84.08000200000001,-8.1,-4.7,73.7,26.04,26.82
2017-08-25,84.08000200000001,-6.2,-7.2,83,25.45,26.86
2017-08-28,84.0,-7.5,-6.2,80.5,25.61,26.91
2017-08-29,84.699997,-5.1,-6.4,75.8,25.76,27.03
2017-08-30,84.120003,-6.1,-6,77.1,25.76,26.98
2017-08-31,84.760002,-7.9,-5.9,80.1,25.84,26.96
2017-09-01,84.16999799999999,-6.9,-5.9,77.9,25.96,26.92
2017-09-05,84.370003,-6.9,-4.4,76.7,26,26.86
2017-09-06,84.260002,-6.8,-5.7,80.9,25.96,26.8
2017-09-07,85.029999,-6.1,-6,80.9,25.84,26.81
2017-09-08,85.129997,-5.8,-5.6,83,25.96,26.86
2017-09-11,85.16999799999999,-5.9,-4.8,80.5,25.92,26.85
2017-09-12,84.690002,-4.3,-6.5,81.3,25.61,26.77
2017-09-13,84.120003,-5.2,-5.9,79.6,25.73,26.72
2017-09-14,83.940002,-6.5,-5.9,75,25.61,26.67
2017-09-15,84.349998,-6,-5.8,75,25.45,26.61
2017-09-18,84.43,-5.6,-5.5,76.2,25.65,26.64
2017-09-19,84.599998,-6.1,-6,80.5,25.84,26.69
2017-09-20,83.449997,-5.8,-6.9,78.8,25.69,26.69
2017-09-21,83.410004,-5.9,-6,77.1,25.69,26.74
2017-09-22,82.870003,-4.9,-7.4,75.4,25.53,26.77
2017-09-25,83.75,-6.8,-6.5,77.5,25.53,26.65
2017-09-26,85.300003,-6.9,-6.5,77.1,25.61,26.51
2017-09-27,83.910004,-6.9,-5.1,77.9,25.84,26.48
2017-09-28,83.599998,-5.9,-6.4,81.8,25.8,26.5
2017-09-29,84.010002,-5.3,-5.1,80.1,25.73,26.5
2017-10-02,84.699997,-4.6,-5.7,79.2,25.61,26.56
2017-10-03,85.620003,-5.1,-6,81.3,25.65,26.53
2017-10-04,85.370003,-5.8,-5.2,83.5,25.92,26.53
2017-10-05,85.040001,-5.6,-5.7,83.5,26,26.54
2017-10-06,84.82,-4.7,-3.8,83.9,26.12,26.65
2017-10-09,85.07,-4,-5.6,83.9,26.12,26.69
2017-10-10,85.860001,-4.2,-5.7,83.5,25.88,26.66
2017-10-11,86.139999,-4.1,-6.2,77.5,25.73,26.66
2017-10-12,86.57,-6.7,-6.3,75.8,25.88,26.64
2017-10-13,87.089996,-7.4,-5.6,81.3,25.88,26.66
2017-10-16,86.370003,-7,-6.7,83.9,25.8,26.72
2017-10-17,85.769997,-6.8,-6.9,82.2,26.08,26.72
2017-10-18,86.300003,-5.5,-7.7,78.8,26.04,26.75
2017-10-19,86.040001,-5.6,-7.1,76.2,25.76,26.76
2017-10-20,84.800003,-6.5,-6.1,79.6,25.8,26.77
2017-10-23,83.809998,-6.6,-6.7,81.8,25.88,26.73
2017-10-24,83.629997,-5.7,-7.5,82.6,26,26.66
2017-10-25,82.629997,-4.9,-8,82.2,25.8,26.83
2017-10-26,83.209999,-5.7,-7.3,79.6,25.69,26.92
2017-10-27,82.650002,-6.4,-6.8,79.6,25.69,27.04
2017-10-30,83.150002,-6.6,-6.5,78.4,25.88,26.94
2017-10-31,84.230003,-5.8,-5.8,81.3,25.88,26.99
2017-11-01,83.610001,-6.1,-4.8,83,26.27,27.06
2017-11-02,84.199997,-4.7,-6.6,85.2,26.23,26.99
2017-11-03,84.760002,-5.6,-8.1,83,25.84,26.89
2017-11-06,84.709999,-6.7,-5.9,81.3,25.88,26.81
2017-11-07,83.730003,-5.5,-7.3,80.9,26.04,26.78
2017-11-08,84.360001,-4.9,-6.4,81.8,26.08,26.81
2017-11-09,84.33000200000001,-6.7,-7.3,86.9,25.53,26.83
2017-11-10,84.059998,-6.6,-6.5,85.6,26.19,26.88
2017-11-13,84.839996,-6.2,-7,86,26.19,26.93
2017-11-14,84.769997,-6.4,-7,88.1,26.08,26.94
2017-11-15,84.41999799999999,-6,-5.8,85.6,26.23,26.97
2017-11-16,84.410004,-5,-5.6,81.8,26.08,27
2017-11-17,85.110001,-5.4,-4.5,78.8,26.31,27
2017-11-20,85.139999,-4.7,-5.2,77.9,26.12,27.08
2017-11-21,85.599998,-4.4,-5.7,80.5,26.31,27.22
2017-11-22,85.790001,-4.6,-5.4,85.2,26.43,27.28
2017-11-24,87.099998,-6.4,-5.5,86.9,26.74,27.34
2017-11-27,86.5,-6.4,-6.6,86,26.31,27.37
2017-11-28,87.599998,-5.4,-5.3,80.9,26.5,27.39
2017-11-29,86.16999799999999,-3.2,-2.9,83.5,26.7,27.53
2017-11-30,85.410004,-6,-2.6,83.5,27.01,27.53
2017-12-01,86.089996,-4.7,-6,78.4,26.54,27.44
2017-12-04,85.510002,-2.8,-6,79.6,26.19,27.45
2017-12-05,85.480003,-3.2,-6.1,78.8,26.35,27.37
2017-12-06,86.639999,-3.6,-6,83,26.27,27.43
2017-12-07,86.160004,-5.2,-5.9,85.2,26.74,27.5
2017-12-08,86.050003,-4.3,-6.7,85.6,26.62,27.55
2017-12-11,85.709999,-3.7,-7.8,86.9,26.66,27.58
2017-12-12,86.059998,-5.9,-7.4,89.8,26.7,27.59
2017-12-13,86.66999799999999,-8.2,-3.8,92.4,26.7,27.72
2017-12-14,85.959999,-8.4,-3,82.2,27.4,27.78
2017-12-15,85.230003,-7.7,-4.3,80.1,27.36,27.75
2017-12-18,85.120003,-7.2,-5.6,81.3,27.28,27.7
2017-12-19,84.660004,-6.9,-6.3,81.8,27.05,27.66
2017-12-20,83.870003,-6.5,-4.9,80.9,27.05,27.65
2017-12-21,84.410004,-6,-5.4,80.5,27.09,27.63
2017-12-22,84.41999799999999,-6.1,-6.2,83,27.05,27.58
2017-12-26,84.559998,-6,-5.6,80.9,26.97,27.56
2017-12-27,85.190002,-5.3,-4.7,82.2,27.01,27.57
2017-12-28,85.610001,-5.4,-4.3,82.2,27.09,27.59
2017-12-29,85.970001,-6.4,-5.3,84.7,27.28,27.54
2018-01-02,85.629997,-8.3,-6,83,27.28,27.48
2018-01-03,85.279999,-7.7,-6.3,89.8,27.24,27.52
2018-01-04,85.33000200000001,-7.3,-6.4,86.4,27.4,27.53
2018-01-05,85.720001,-6.3,-6.4,83.5,27.32,27.57
2018-01-08,85.480003,-5.7,-3.6,86.4,26.7,27.62
2018-01-09,85.889999,-6.2,-5.8,83,27.36,27.68
2018-01-10,85.07,-6.4,-5.3,82.2,27.32,27.7
2018-01-11,84.519997,-4.9,-6.2,87.3,27.09,27.85
2018-01-12,85.099998,-6.3,-4.9,91.5,26.82,27.98
2018-01-16,86.199997,-6.7,-3.7,94.1,26.62,28.04
2018-01-17,86.279999,-6.3,-4.8,92,26.89,27.98
2018-01-18,86.25,-6.3,-4.9,86.9,27.44,28.13
2018-01-19,85.599998,-4.2,-2.5,87.3,26.62,28.14
2018-01-22,85.800003,-6.8,-2.4,86,27.6,28.09
2018-01-23,87.07,-7.1,-3.2,82.2,27.87,28.15
2018-01-24,86.970001,-6.7,-4.7,81.3,27.75,28.19
2018-01-25,86.050003,-6.4,-5.7,82.6,27.75,28.24
2018-01-26,86.760002,-6.6,-4.3,81.3,27.71,28.28
2018-01-29,85.68,-8.4,-4.2,83.5,27.91,28.26
2018-01-30,85.970001,-8.4,-5,79.2,27.87,28.22
2018-01-31,86.400002,-6.5,-5.9,75.4,27.56,28.22
2018-02-01,86.760002,-6.8,-5.3,81.3,27.52,28.17
2018-02-02,85.279999,-5.1,-0.4,94.1,26.04,28.14
2018-02-05,82.690002,-4.3,-3.3,93.2,25.8,27.87
2018-02-06,82.900002,-6.1,-4.8,81.3,27.17,27.93
2018-02-07,82.290001,-4.9,-2.3,76.2,27.36,28.03
2018-02-08,81.379997,0,0,0,27.09,28.09
