date,catch,Zonal Winds,Meridional Winds,Humidity,Air Temp,Sea Surface Temp
2017-09-01,355.399994,-6.9,-5.9,77.9,25.96,26.92
2017-09-05,349.589996,-6.9,-4.4,76.7,26,26.86
2017-09-06,344.52999900000003,-6.8,-5.7,80.9,25.96,26.8
2017-09-07,350.609985,-6.1,-6,80.9,25.84,26.81
2017-09-08,343.399994,-5.8,-5.6,83,25.96,26.86
2017-09-11,363.690002,-5.9,-4.8,80.5,25.92,26.85
2017-09-12,362.75,-4.3,-6.5,81.3,25.61,26.77
2017-09-13,366.230011,-5.2,-5.9,79.6,25.73,26.72
2017-09-14,377.640015,-6.5,-5.9,75,25.61,26.67
2017-09-15,379.809998,-6,-5.8,75,25.45,26.61
2017-09-18,385.0,-5.6,-5.5,76.2,25.65,26.64
2017-09-19,375.100006,-6.1,-6,80.5,25.84,26.69
2017-09-20,373.910004,-5.8,-6.9,78.8,25.69,26.69
2017-09-21,366.480011,-5.9,-6,77.1,25.69,26.74
2017-09-22,351.089996,-4.9,-7.4,75.4,25.53,26.77
2017-09-25,344.98999,-6.8,-6.5,77.5,25.53,26.65
2017-09-26,345.25,-6.9,-6.5,77.1,25.61,26.51
2017-09-27,340.97000099999997,-6.9,-5.1,77.9,25.84,26.48
2017-09-28,339.600006,-5.9,-6.4,81.8,25.8,26.5
2017-09-29,341.100006,-5.3,-5.1,80.1,25.73,26.5
2017-10-02,341.52999900000003,-4.6,-5.7,79.2,25.61,26.56
2017-10-03,348.140015,-5.1,-6,81.3,25.65,26.53
2017-10-04,355.01001,-5.8,-5.2,83.5,25.92,26.53
2017-10-05,355.329987,-5.6,-5.7,83.5,26,26.54
2017-10-06,356.880005,-4.7,-3.8,83.9,26.12,26.65
2017-10-09,342.940002,-4,-5.6,83.9,26.12,26.69
2017-10-10,355.589996,-4.2,-5.7,83.5,25.88,26.66
2017-10-11,354.600006,-4.1,-6.2,77.5,25.73,26.66
2017-10-12,355.679993,-6.7,-6.3,75.8,25.88,26.64
2017-10-13,355.570007,-7.4,-5.6,81.3,25.88,26.66
2017-10-16,350.600006,-7,-6.7,83.9,25.8,26.72
2017-10-17,355.75,-6.8,-6.9,82.2,26.08,26.72
2017-10-18,359.649994,-5.5,-7.7,78.8,26.04,26.75
2017-10-19,351.809998,-5.6,-7.1,76.2,25.76,26.76
2017-10-20,345.100006,-6.5,-6.1,79.6,25.8,26.77
2017-10-23,337.019989,-6.6,-6.7,81.8,25.88,26.73
2017-10-24,337.339996,-5.7,-7.5,82.6,26,26.66
2017-10-25,325.839996,-4.9,-8,82.2,25.8,26.83
2017-10-26,326.170013,-5.7,-7.3,79.6,25.69,26.92
2017-10-27,320.869995,-6.4,-6.8,79.6,25.69,27.04
2017-10-30,320.079987,-6.6,-6.5,78.4,25.88,26.94
2017-10-31,331.52999900000003,-5.8,-5.8,81.3,25.88,26.99
2017-11-01,321.079987,-6.1,-4.8,83,26.27,27.06
2017-11-02,299.26001,-4.7,-6.6,85.2,26.23,26.99
2017-11-03,306.089996,-5.6,-8.1,83,25.84,26.89
2017-11-06,302.77999900000003,-6.7,-5.9,81.3,25.88,26.81
2017-11-07,306.049988,-5.5,-7.3,80.9,26.04,26.78
2017-11-08,304.390015,-4.9,-6.4,81.8,26.08,26.81
2017-11-09,302.98999,-6.7,-7.3,86.9,25.53,26.83
2017-11-10,302.98999,-6.6,-6.5,85.6,26.19,26.88
2017-11-13,315.399994,-6.2,-7,86,26.19,26.93
2017-11-14,308.700012,-6.4,-7,88.1,26.08,26.94
2017-11-15,311.299988,-6,-5.8,85.6,26.23,26.97
2017-11-16,312.5,-5,-5.6,81.8,26.08,27
2017-11-17,315.049988,-5.4,-4.5,78.8,26.31,27
2017-11-20,308.73999,-4.7,-5.2,77.9,26.12,27.08
2017-11-21,317.809998,-4.4,-5.7,80.5,26.31,27.22
2017-11-22,312.600006,-4.6,-5.4,85.2,26.43,27.28
2017-11-24,315.549988,-6.4,-5.5,86.9,26.74,27.34
2017-11-27,316.809998,-6.4,-6.6,86,26.31,27.37
2017-11-28,317.549988,-5.4,-5.3,80.9,26.5,27.39
2017-11-29,307.540009,-3.2,-2.9,83.5,26.7,27.53
2017-11-30,308.850006,-6,-2.6,83.5,27.01,27.53
2017-12-01,306.52999900000003,-4.7,-6,78.4,26.54,27.44
2017-12-04,305.200012,-2.8,-6,79.6,26.19,27.45
2017-12-05,303.700012,-3.2,-6.1,78.8,26.35,27.37
2017-12-06,313.26001,-3.6,-6,83,26.27,27.43
2017-12-07,311.23999,-5.2,-5.9,85.2,26.74,27.5
2017-12-08,315.130005,-4.3,-6.7,85.6,26.62,27.55
2017-12-11,328.910004,-3.7,-7.8,86.9,26.66,27.58
2017-12-12,341.02999900000003,-5.9,-7.4,89.8,26.7,27.59
2017-12-13,339.02999900000003,-8.2,-3.8,92.4,26.7,27.72
2017-12-14,337.890015,-8.4,-3,82.2,27.4,27.78
2017-12-15,343.450012,-7.7,-4.3,80.1,27.36,27.75
2017-12-18,338.869995,-7.2,-5.6,81.3,27.28,27.7
2017-12-19,331.100006,-6.9,-6.3,81.8,27.05,27.66
2017-12-20,328.980011,-6.5,-4.9,80.9,27.05,27.65
2017-12-21,331.660004,-6,-5.4,80.5,27.09,27.63
2017-12-22,325.200012,-6.1,-6.2,83,27.05,27.58
2017-12-26,317.290009,-6,-5.6,80.9,26.97,27.56
2017-12-27,311.640015,-5.3,-4.7,82.2,27.01,27.57
2017-12-28,315.359985,-5.4,-4.3,82.2,27.09,27.59
2017-12-29,311.350006,-6.4,-5.3,84.7,27.28,27.54
2018-01-02,320.52999900000003,-8.3,-6,83,27.28,27.48
2018-01-03,317.25,-7.7,-6.3,89.8,27.24,27.52
2018-01-04,314.619995,-7.3,-6.4,86.4,27.4,27.53
2018-01-05,316.579987,-6.3,-6.4,83.5,27.32,27.57
2018-01-08,336.410004,-5.7,-3.6,86.4,26.7,27.62
2018-01-09,333.690002,-6.2,-5.8,83,27.36,27.68
2018-01-10,334.799988,-6.4,-5.3,82.2,27.32,27.7
2018-01-11,337.950012,-4.9,-6.2,87.3,27.09,27.85
2018-01-12,336.22000099999997,-6.3,-4.9,91.5,26.82,27.98
2018-01-16,340.059998,-6.7,-3.7,94.1,26.62,28.04
2018-01-17,347.160004,-6.3,-4.8,92,26.89,27.98
2018-01-18,344.570007,-6.3,-4.9,86.9,27.44,28.13
2018-01-19,350.019989,-4.2,-2.5,87.3,26.62,28.14
2018-01-22,351.559998,-6.8,-2.4,86,27.6,28.09
2018-01-23,352.790009,-7.1,-3.2,82.2,27.87,28.15
2018-01-24,345.890015,-6.7,-4.7,81.3,27.75,28.19
2018-01-25,337.640015,-6.4,-5.7,82.6,27.75,28.24
2018-01-26,342.850006,-6.6,-4.3,81.3,27.71,28.28
2018-01-29,349.52999900000003,-8.4,-4.2,83.5,27.91,28.26
2018-01-30,345.820007,-8.4,-5,79.2,27.87,28.22
2018-01-31,354.309998,-6.5,-5.9,75.4,27.56,28.22
2018-02-01,349.25,-6.8,-5.3,81.3,27.52,28.17
2018-02-02,343.75,-5.1,-0.4,94.1,26.04,28.14
2018-02-05,333.130005,-4.3,-3.3,93.2,25.8,27.87
2018-02-06,333.97000099999997,-6.1,-4.8,81.3,27.17,27.93
2018-02-07,345.0,-4.9,-2.3,76.2,27.36,28.03
2018-02-08,315.230011,0,0,0,27.09,28.09
