date,catch,Zonal Winds,Meridional Winds,Humidity,Air Temp,Sea Surface Temp
2017-09-06,198.380005,-6.8,-5.7,80.9,25.96,26.8
2017-09-07,198.169998,-6.1,-6,80.9,25.84,26.81
2017-09-08,197.75,-5.8,-5.6,83,25.96,26.86
2017-09-11,199.580002,-5.9,-4.8,80.5,25.92,26.85
2017-09-12,197.470001,-4.3,-6.5,81.3,25.61,26.77
2017-09-13,198.330002,-5.2,-5.9,79.6,25.73,26.72
2017-09-14,197.729996,-6.5,-5.9,75,25.61,26.67
2017-09-15,198.179993,-6,-5.8,75,25.45,26.61
2017-09-18,198.190002,-5.6,-5.5,76.2,25.65,26.64
2017-09-19,194.649994,-6.1,-6,80.5,25.84,26.69
2017-09-20,195.75,-5.8,-6.9,78.8,25.69,26.69
2017-09-21,195.21000700000002,-5.9,-6,77.1,25.69,26.74
2017-09-22,193.029999,-4.9,-7.4,75.4,25.53,26.77
2017-09-25,191.75,-6.8,-6.5,77.5,25.53,26.65
2017-09-26,192.699997,-6.9,-6.5,77.1,25.61,26.51
2017-09-27,194.490005,-6.9,-5.1,77.9,25.84,26.48
2017-09-28,196.100006,-5.9,-6.4,81.8,25.8,26.5
2017-09-29,195.850006,-5.3,-5.1,80.1,25.73,26.5
2017-10-02,197.440002,-4.6,-5.7,79.2,25.61,26.56
2017-10-03,198.630005,-5.1,-6,81.3,25.65,26.53
2017-10-04,200.479996,-5.8,-5.2,83.5,25.92,26.53
2017-10-05,197.899994,-5.6,-5.7,83.5,26,26.54
2017-10-06,198.059998,-4.7,-3.8,83.9,26.12,26.65
2017-10-09,196.300003,-4,-5.6,83.9,26.12,26.69
2017-10-10,194.679993,-4.2,-5.7,83.5,25.88,26.66
2017-10-11,195.259995,-4.1,-6.2,77.5,25.73,26.66
2017-10-12,192.919998,-6.7,-6.3,75.8,25.88,26.64
2017-10-13,192.520004,-7.4,-5.6,81.3,25.88,26.66
2017-10-16,193.199997,-7,-6.7,83.9,25.8,26.72
2017-10-17,203.889999,-6.8,-6.9,82.2,26.08,26.72
2017-10-18,205.229996,-5.5,-7.7,78.8,26.04,26.75
2017-10-19,203.25,-5.6,-7.1,76.2,25.76,26.76
2017-10-20,207.490005,-6.5,-6.1,79.6,25.8,26.77
2017-10-23,207.009995,-6.6,-6.7,81.8,25.88,26.73
2017-10-24,208.149994,-5.7,-7.5,82.6,26,26.66
2017-10-25,207.559998,-4.9,-8,82.2,25.8,26.83
2017-10-26,209.149994,-5.7,-7.3,79.6,25.69,26.92
2017-10-27,212.600006,-6.4,-6.8,79.6,25.69,27.04
2017-10-30,209.389999,-6.6,-6.5,78.4,25.88,26.94
2017-10-31,210.22000099999997,-5.8,-5.8,81.3,25.88,26.99
2017-11-01,209.529999,-6.1,-4.8,83,26.27,27.06
2017-11-02,211.100006,-4.7,-6.6,85.2,26.23,26.99
2017-11-03,212.86999500000002,-5.6,-8.1,83,25.84,26.89
2017-11-06,212.11999500000002,-6.7,-5.9,81.3,25.88,26.81
2017-11-07,212.69999700000002,-5.5,-7.3,80.9,26.04,26.78
2017-11-08,210.770004,-4.9,-6.4,81.8,26.08,26.81
2017-11-09,211.559998,-6.7,-7.3,86.9,25.53,26.83
2017-11-10,211.07000699999998,-6.6,-6.5,85.6,26.19,26.88
2017-11-13,212.66000400000001,-6.2,-7,86,26.19,26.93
2017-11-14,211.710007,-6.4,-7,88.1,26.08,26.94
2017-11-15,209.86000099999998,-6,-5.8,85.6,26.23,26.97
2017-11-16,211.13000499999998,-5,-5.6,81.8,26.08,27
2017-11-17,209.899994,-5.4,-4.5,78.8,26.31,27
2017-11-20,210.25,-4.7,-5.2,77.9,26.12,27.08
2017-11-21,212.600006,-4.4,-5.7,80.5,26.31,27.22
2017-11-22,211.22000099999997,-4.6,-5.4,85.2,26.43,27.28
2017-11-24,212.50999500000003,-6.4,-5.5,86.9,26.74,27.34
2017-11-27,212.399994,-6.4,-6.6,86,26.31,27.37
2017-11-28,216.13999900000002,-5.4,-5.3,80.9,26.5,27.39
2017-11-29,222.88000499999998,-3.2,-2.9,83.5,26.7,27.53
2017-11-30,228.169998,-6,-2.6,83.5,27.01,27.53
2017-12-01,226.77999900000003,-4.7,-6,78.4,26.54,27.44
2017-12-04,221.419998,-2.8,-6,79.6,26.19,27.45
2017-12-05,220.08999599999999,-3.2,-6.1,78.8,26.35,27.37
2017-12-06,219.940002,-3.6,-6,83,26.27,27.43
2017-12-07,220.149994,-5.2,-5.9,85.2,26.74,27.5
2017-12-08,223.91000400000001,-4.3,-6.7,85.6,26.62,27.55
2017-12-11,222.770004,-3.7,-7.8,86.9,26.66,27.58
2017-12-12,222.49000499999997,-5.9,-7.4,89.8,26.7,27.59
2017-12-13,224.350006,-8.2,-3.8,92.4,26.7,27.72
2017-12-14,221.25,-8.4,-3,82.2,27.4,27.78
2017-12-15,221.82000699999998,-7.7,-4.3,80.1,27.36,27.75
2017-12-18,222.669998,-7.2,-5.6,81.3,27.28,27.7
2017-12-19,222.039993,-6.9,-6.3,81.8,27.05,27.66
2017-12-20,222.38000499999998,-6.5,-4.9,80.9,27.05,27.65
2017-12-21,221.690002,-6,-5.4,80.5,27.09,27.63
2017-12-22,220.0,-6.1,-6.2,83,27.05,27.58
2017-12-26,219.600006,-6,-5.6,80.9,26.97,27.56
2017-12-27,220.419998,-5.3,-4.7,82.2,27.01,27.57
2017-12-28,222.770004,-5.4,-4.3,82.2,27.09,27.59
2017-12-29,220.460007,-6.4,-5.3,84.7,27.28,27.54
2018-01-02,221.16000400000001,-8.3,-6,83,27.28,27.48
2018-01-03,223.479996,-7.7,-6.3,89.8,27.24,27.52
2018-01-04,224.44999700000002,-7.3,-6.4,86.4,27.4,27.53
2018-01-05,228.729996,-6.3,-6.4,83.5,27.32,27.57
2018-01-08,224.75999500000003,-5.7,-3.6,86.4,26.7,27.62
2018-01-09,225.88000499999998,-6.2,-5.8,83,27.36,27.68
2018-01-10,224.19999700000002,-6.4,-5.3,82.2,27.32,27.7
2018-01-11,225.38999900000002,-4.9,-6.2,87.3,27.09,27.85
2018-01-12,228.63999900000002,-6.3,-4.9,91.5,26.82,27.98
2018-01-16,232.899994,-6.7,-3.7,94.1,26.62,28.04
2018-01-17,238.42999300000002,-6.3,-4.8,92,26.89,27.98
2018-01-18,243.16000400000001,-6.3,-4.9,86.9,27.44,28.13
2018-01-19,243.350006,-4.2,-2.5,87.3,26.62,28.14
2018-01-22,243.559998,-6.8,-2.4,86,27.6,28.09
2018-01-23,245.210007,-7.1,-3.2,82.2,27.87,28.15
2018-01-24,244.850006,-6.7,-4.7,81.3,27.75,28.19
2018-01-25,245.17999300000002,-6.4,-5.7,82.6,27.75,28.24
2018-01-26,248.47000099999997,-6.6,-4.3,81.3,27.71,28.28
2018-01-29,247.41000400000001,-8.4,-4.2,83.5,27.91,28.26
2018-01-30,236.649994,-8.4,-5,79.2,27.87,28.22
2018-01-31,236.77999900000003,-6.5,-5.9,75.4,27.56,28.22
2018-02-01,235.22000099999997,-6.8,-5.3,81.3,27.52,28.17
2018-02-02,231.88000499999998,-5.1,-0.4,94.1,26.04,28.14
2018-02-05,220.020004,-4.3,-3.3,93.2,25.8,27.87
2018-02-06,225.17999300000002,-6.1,-4.8,81.3,27.17,27.93
2018-02-07,225.82000699999998,-4.9,-2.3,76.2,27.36,28.03
2018-02-08,216.460007,0,0,0,27.09,28.09
